Interpret;Titel
Moresounds;Flocon (House Of Black Lanterns Rmx)
Om Unit;Governer´s Bay
Broken Haze feat. XLII;Rais System Tokyo
Guido;Midnight Savannah
Kry Wolf;Nightmode (Pedestrian Rmx)
Pedestrian;Hoyle Road
Kalipo;Perspicientia
Troumaca;The Grace (Kyodai Remix)
Jaakko Eino Kalevi;No End
Samantha Crain;For The Miner
Moondoggies;Annie Turn Out The Lights
Radical Face;Holy Branches
Midlake;Antiphon
Spirit Is Broken;Champs
The Chills;Draft Morning
Miracle;Something Is Wrong
Andri;Hurricane
Arcade Fire;Here Comes The Night Time
Talking Heads;Born Under Punches
The Darcys;Hunting
Baths;Ossuary
Larry Gus;The Night Patrols (A Man Asleep)
Still Corners;Fireflies
Lana del Ray;Video Games (Joy Orbison Rmx)
Jonsson & Alter feat. Kazumi;Brevet Hem
Last Magpie;AdLibitum
Lorde;A World Alone
Martyn;Vancouver
Sly One;Warm Red (Addison Groove Rmx)
Jonwayne;Reflection
Sopwith Camel;Fazon
Jonathan Wilson;Fazon
