Interpret;Titel
Synkro;Acceptance
Machinedrum;Center Your Love
Motez;Ride Roof Back
Toro Y Moi;Say That
Washed Out;Don´t Give Up
My Bloody Valentine;Knew You
TRC;Come Bring It (El-B Remix)
EVM 128 feat. BB.James;Make Me Feel (El-B Remix)
Demon;Dean Blunt
Gold Panda;Brazil
Toddla T Sound;Worst Enemy
Bring You Back;Beacon
Sankt Otten;Im Himmel Angekommen
Tendts;I Met A Girl
KRTS;Sunrise Over Warschauer (Sieren Remix)
Om Unit;Governer´s Bay
Caspa feat. Geoff Smith;Smoke & Mirrors
Storm;Phaeleh feat. Jess Mills
Kromestar;Rhythm On My Mind
Diana;Perpetual Surrender
Still Parade;Actors
Parquet Courts;Stoned And Starving
Echohäuser;Die Goldenen Zitronen
Jacco Gardner;Clear The Air
Kurt Vile;Gold Tone
Mac Miller;S.D.S.
AlunaGeorge;Body Music
Sopwith Camel;Fazon
Oneohtrix Point Never;Americans
The Ruins Of Beverast;Malefica
Lou Reed;Walk On The Wild Side
Etherwood;Unfolding
