Interpret;Titel
Falty DL;Uncea
Synkro;Spirals
Nosaj Thing;Glue
Boards Of;Pete Standing Alone
Foxygen;San Francisco
Toro Y Moi;Say That
813 feat. Bobby Tank;Fantasmo
Jose James;Blackmagic (Joy Orbison's Recreation)
Jose James;No Beginning No End
Night Beds;Wanted You In August
Amalia;All The Funk I Need (Stray Remix)
Ulrich Schnauss;Like A Ghost In Your Own Life
Baby Guru;Amaye
Synkro;Disappear
Nosaj Thing feat. Toro Y Moi;Try
Villagers;Nothing Arrived
Memories;Earth And Fire
Jacco Gardner;Clear The Air
Benjamin Schoos feat. Laetitia Sadier;Je Ne Vois Que Vous
Junip;Line Of Fire
Laura Jones;Let Me In
Alis;Kalims Revenge
Kry Wolf;Together
Biome;Formation
Shall Ocin;Crash Into My Love
Foxygen;On Blue Mountain
Yo La Tengo;Is That Enough
Steve Wynn;Carry A Torch
Christopher Owens;Lysandre´s Theme / Here We Go
Folklabor;Synthesizer
The Bony King Of Nowhere;Rain Falls Down On Mirwart
Stefan Gubatz;Villa Nicht
