Interpret;Titel
Mala;Calle F
fLako;Eluma Horns
Dinky;Blind (Hreno And The Mole's MHMD Remix)
We Are Loud Whispers;You Surround
Portico Quartet;Line (SBTRKT Remix)
Walton;Need To Feel
Tuesday Born feat. DNAE;Wake (Pale Remix)
Akron/Family;Until The Morning
Dinky;Xanex
Lightning Dust;Reckless And Wild
Bonar Bradberry;3two5 (Mario Basanov Remix)
Mac Miller;S.D.S.
Ta-Ku;Where
fLako;YeahYeahYeah
Danny Byrd feat. MZ Bratt;Battle
Sophie;Bipp
I Said No;Fire Me Up
Mav;Skylines (Bungle Remix)
Waxahatchee;Blue Pt. II
Nirvana;Polly
The Men;Bird Song
Camera Obscura;New Year's Resolution
The Besnard Lakes;46 Satires
Sankt Otten feat. Jaki Liebezeit;Das Grosse Weinen Ist Vorbei
Kanye West;I Am God
Maya Jane Coles;Easier To Hide
Raoul Sinier;Empty Shell
Y-ZIQ (Mike Paradinas);Houzz 10
Diana;That Feeling
Phaeleh;The Cold In You (Kahn Remix)
Comfort Fit;Space Cake Scenario
Quasimoto;Am I Confused?
Medline;Red Clay
