Interpret;Titel
Doldrums;Holographic Sand Castles
Laurel Halo;Sunlight On The Faded
Bering Strait;Luna
Override;Hard 2 Breathe
Lusine;Lucky
Jimi After;The Dedicated
Suuns;Minor Work
Baby Guru;Amaye
Atoms For Peace;Before Your Very Eyes
Unknown Mortal Orchestra;The Opposite Of Afternoon
Mogwai;Relative Hysteria
Gentle Giant;The Boys In The Band
Hudson Mohawke;Thank You
Dutch Uncles;Nometo
Starkey feat. Karizma & Nina Smith;Spave
Toro Y Moi;Say That
Zanshin;Chance Ain´t Counting The Daze
Lana del Ray;Summertime Sadness (Adam Freeland Remix)
L-Vis 1990;Not Mad
Jack Dixon;Heirloom
Dobie;Stan lee Is A Hero Of Mine
BRZZVLL;Polemicals
Xaver Fischer Trio;The Day Before Tomorrow
Nicole Willis And The Soul Investigators;On The East Side
Buke And Gase;My Best Andre Shot
On An On;War Is Gone
Lawrence;In A Rush
Thomas Schumacher;Vorfreude
Maxmillion Dunbar;Woo
Monkey Cup Dress;Questions Never Asked
Serah Cahoone;Deer Creek Canyon
The Vulgar Boatmen;Drive Somewhere
The Cave Singers;Shine
Local Natives;Ceilings
