Interpret;Titel
Insight;Cupp Cave
Makoto;Primitive
TRC;Come Bring It (El-B Remix)
Fulgeance;Down
Motez;Ride Roof Back
Stanky;Chazey Bons
Mike Slott;Boxed In (Instr. Mix)
Ras G;Natural Melanim Being
Dr Zygote;Dragon Chase
Th7 Immortxlz;R7d7mption
In Patagonia;Lawrence
Bill Callahan;Spring
Potholes;Chauma
Diana;Perpetual Surrender
Nightmares On Wax;Tapestry
Negghead;Build It Up (Break It Down Mix)
Leon Vynehall;I Get Mine, You Get Your's
Sid Batham;All Lies (Brookes Brothers Rmx)
Mutated Forms;Blop
Tessela;Horizon
I Am Legion;Farrda
Teddy Music;Sambucca
Cain;Mora
Chelsea Wolfe;The Warden
Tortoise;Glass Museum
Hebronix;Viral
Jackson Scott;Sweet Nothing
Ty Segall;The Keepers
Mark Lanegan;Flatlands
FKA Twigs;Papi Pacify
Pedestrian;Hoyle Road
Kodiak;Dragon Drop (Eliphino Rmx)
Dusky;Careless
Eliphino;I Don't Care
Machinedrum;Center Your Love
My Panda Shall Fly;---+ Beat
