Interpret;Titel
Banks;Waiting Game
Icona Pop;My Party (Feat. Zebra Katz)
Sophie;Elle
someminornoise;Aeroplanes
someminornoise;Understanding
The Foreign Exchange;Call It Home
The Foreign Exchange;Pity
Hearts;All The Days (Joywave remix)
Ta-Ku;We Were In Love
Postiljonen;When All The Wild Things Die
Chlöe Howl;How Proud
Willow Beats;Elemental
MØ;XXX 88''
Lone;Begin To Begin
Scenic;Shockwaves
Keep Shelly In Athens;Flyaway
someminornoise;Coffers
Visionist;Pain
HADE + DWFL;Rollin'
!!!;Californiyeah (Main Attrakionz Remix)
_The Underachievers;Leaving Scraps
Joey BadaSS;Killuminati Pt. 2
ASAP Ferg;Hood Pope
Tyler, The Creator;Garbage
World's Fair;Sammy Sosa
Patrice;Faces (feat. Selah Sue)
Tim Hecker;VIRGINAL II
Majical Cloudz;Childhood's End (CFCF Re-Version)
Keep Shelly In Athens;Recollection 1
Naysayer & Gilsun;Blue (Eliphino Remix)
Roosevelt;Elliot
SOHN;Bloodflows
Portugal. The Man;Evil Friends (Jake One Remix Feat. Danny Brown)
Ghostface Killah & Adrian Younge;Rise Of The Black Suits
Frankie Rose;Street Of Dreams
School Of Night;Lying
Zula;Twin Loss
