Interpret;Titel
Traams;Teeth
Parquet Courts;Stoned And Starving
JAN;Work For The City
Karl Future;Darkest Light
The Upbeats feat. Armanni Reign;Again I (Posij Rmx)
Caspa feat. Geoff Smith;Smoke & Mirrors
Washed Out;Weightless
Ghost Beach;Moon Over Japan
Chvrches;The Mother We Share
Deft;Fadded
Untold;Targa
Gold Panda;Brazil
Barbarossa;Battles
Bear´s Den;Isaac
Punch Brothers;Squirrel Of Possibility
Ernst Schulz;Kirchenlied
Lubomyr Melnyk;A Warmer Place
Douglas Dare;Lungful
Eliphino;I Don´t Care
Helmut;Unknown Title
Urban Homes;Ayran Gifbek Mersi
Coma;Maybach
Suuns;Minor Work
The Phoenix Foundation;Supernatural
Connan Mockasin;Megumi The Milkyway Above
Julia Holter;This Is A True Heart
Talya Ferro;Cuando Caliente El Sol
Grey Reverend;Belafonte
Duologue;Sinner
Fuck Buttons;Prince´s Prize
Terrence Parker;Finally
Iron Galaxy;Giving You
