Interpret;Titel
Glasser;Shape
Björk;Joga
Polica;Chain My Name
Lemonade;Perfect Blue
Lemonade;Skyballer
Holy Ghost!;Okay
Le1f;Damn Son
M.I.A.;Unbreak My Mixtape
Death Grips;Birds
World's Fair;Your Girl's Here Pt. 2
King Krule;Border Line
Thundercat;Heartbreaks + Setbacks
The Foreign Exchange;House of Cards (feat. Muhsinah)
Ryan Hemsworth;Perfectly
Roosevelt;Sea
RAC;Let Go (Feat. Kele & MNDR)
The Weeknd;Live For (Feat. Drake)
Lorde;Royals (The Weeknd Remix)
SZA;Teen Spirit
Ellie Goulding;Tessellate (Alt-J Cover)
Drake;Jodeci Freestyle (ft. J.Cole)
Future;Honest
School Of Night;Lying
Absolute Beginner;Rock On
Massive Töne;Unterschied
Freundeskreis;Wenn der Vorhang fällt (feat. Wasi)
Mellowbag;Tabula Rasa (Rebel Troop Original Version)
Willow Beats;Elemental
Miguel;Do You? (Cashmere Cat Remix)
Active Child;She Cut Me
Teen Daze;Ice On The Windowsill
Washed Out;Wicked Game (Chris Isaak Cover)
Julianna Barwick;Forever
London Grammar;Interlude
Anna Meredith;Nautilus
