Interpret;Titel
Pilocka Krach;Fame
The Asphodells;Never There
Mathematiques Modernes;Disco Rough (Long Version)
Lizzy Mercier Descloux;Fire
Bones & Money;Black Diamond (Chrissy Murderbot Remix)
Jam City;How We Relate To The Body
Sonarpilot;Open House (Kirk Degiorgio Remix)
Jack Dixon;Glassworks
Freeform Five;Perspex Sex (Ewan's Hi-NRG Remix)
Jupiter Jazz;Good Girl
The War On Drugs;Best Night
Henrik Schwarz;Take Words In Return (Carl Craig Vocal Rmx)
Nightlands;I Fell In Love With A Feeling
It´s A Musical;Mood Swings
The Chills;Dead Web
Palma Violets;Step Up For The Cool Cats
Unknown Mortal Orchestra;So Good At Being In Trouble
Submerse;Truth
Biome;Driveway
Youandewan;Awn
Nick Cave;Jubilee Street
DJ Click feat. Mohammed Bundu;Chudla Su Falkittu
The Asphodells;Beglammered
Battant;As I Ride With No Horse
Beach Fossils;Taking Off
Girls Names;Drawing Lines
Father Murphy;How We Ended Up With Feelings Of Guilt (Happy New Year Rmx)
Jacco Gardner;Chameleon
Julie Doiron;By The Lake
Leonore Boulanger;Lied
Doctor L featuring Michael Payne;Burn Baby Burn
The Charlatans;My Beautiful Friend (Lionrock Mix)
The Deadstock 33's;Tic Tic Toc
