Interpret;Titel
Boxcutter;Daylight Saving
Princes;Gang Gang Dance feat. Tinchy Stryder
Hazylujah;Get Mezcla
KRTS;Berlin Girls
Synkro;Nights Of Pleasure
Sopwith Camel;Brief Synthophonia
Matt Flores;Astounding
Ital Tek;Control
Tinie Tempah;Don't Sell Out
Dizzee Rascal;I Don't Need A Reason
Doc Daneeka feat. Rat Catcher;Walk On In
Katy B;5AM
Lung feat. Paper Aeroplanes;In Bloom
Jake Bugg;All Your Reasons
Steppenwolf;The Pusher
Tess Parks;When I Am Young
Samantha Crain;For The Miner
Toy;As We Turn
Son Lux;Easy
Son Lux feat. Busdriver;Easy (Son Lux Remix)
Roska feat. C4;It's All Changed
Huxley;Creeper (Club)
Sei A;Make It Work
Maison Sky;W8
Brackles;Nottingham Daze
Brokeback;Who Is Bozo Texino?
Daughn Gibson;The Pisgee Nest
Blood Orange;Chosen
Bleecker;Hatha Rhythm
Sampha;Too Much
Justus Köhncke;Tell Me
Midlake;The Old And The Young
Lily & Madeleine;Nothing But Time
bEEdEEgEE;(F.U.T.D.) Time Of Waste
