Interpret;Titel
Say Yes Dog;Get It
Washed Out;Don´t Give Up
Future Bible Heroes;Let´s Go To Sleep (And Never Come Back)
All Tiny Creatures;Chase Lights
The Postal Service;Clark Gable
Diana;Born Again
The Child Of Lov;Give It To The People (Rudi Zygadlo Remix)
Pinkunoizu;Moped
Crimea;Yev (Prins Thomas Diskomiks)
Hamilton;Get Together
Karl Future;Tell The World
Danny Byrd feat. Tanja Lacey;Golden Ticket
Trevino;Another Lifetime
Kelpe;Monte Verita
Lrusse & Bleecker;Dot Product
dBridge;Move Way
Debukas;Reach Out Feel (Drums Of Death Remix)
Kirk Degiorgio;Rocinha
Brazos;Irene
About Farewell;About Farewell
Marissa Nadler;Apostle
DAWA;Roll The Dice
Onra;Nadiya Nice
Al Dobson Jr & Creole;500 Yen
Onra;The Spy
Ta-Ku & Raashan Ahmad;stmb 72
Ta-Ku;Blow Up
Quasimoto;Broad Factor
Rumpistol feat. John La Monica;It´s Everywhere (KRTS Remix)
Archie Pelago;Breezy Whey
Appleblim;Darkest Red
Trevino;Infrared
Mark Kozelek & Jimmy Lavalle;1936
Nadine Shah;Floating
Dominick Martin feat. DRS;My Friend Alone
Rocketnumbernine;Slide
Kromestar;Rhythm On My Mind
