Interpret;Titel
Thrust Set;Posthuman
Skyliner;Boards Of Canada
Sunshine V.I.P.;Boxcutter
Roland Kirk;Serenade To A Cuckoo
Foxy Brown feat. Mystikal;'Bout My Paper
Psapp;Needle And Thread
Supahero;RjD2
Pockets (Minimal Version);Four Tet
The Orichalic Phase;Respond In Silence
G.O.D. Pt. III;Mobb Deep
Fuckpony;Ride The Pony
Scanner;Autumn Nights
Oliver Hacke;Millepieds (Daniel Fritschi Rmx)
Scsi-9;Sweets and Love
Takashi Wada;Memory Of John Astor
DJ Fresh feat. DJ Shadow;Closer
Think About Life feat. Subtitle;What The Future Might Be
Mobb Deep;Stole Something
Man;Pualla! Puella! (Woman! Woman!)
Man;Erotica
Serge Gainsbourg avec Brigitte Bardot;Je T´Aime Moi Non Plus
Howie B.;Ballade De Melody Nelson
The Kills;I Call It Art (La Chanson De Slogan)
The Twilight Singers;Candy Cane Crawl
Fink (UK);So Long (instr.)
Feist;Mushaboom (Mocky Rmx)
Mocky;I´m Yours
Hot Chip;Colours
Nouvelle Vague;Don't Go
Thievery Corporation/ The Doors;Strange Days
Think About Life;Serious Chords
Kahil El´Zabar;Running In The Streets (Charles Webster Rmx)
