Interpret;Titel
Synkro;Just Say
Kidkanevil;The Floating World (Eliphino Rmx)
Walkner.Moestl;Meanwhile
Owusu & Hannibal;Delirium
Minilogue;Seconds (ThermalBear Rmx)
Hrdvsion;City Girls
Deerhunter;Earthquakes
PVT;Light Up Bright Fires (Nathan Fake Rmx)
No Regular Play;Teaser
Four Tet;Nothing To See
George Fitzgerald;Weakness
Commix;Japanese Electronics (Instra:Mental Moog Rmx)
Glasser;Treasury Of We
Zola Jesus;Night
Falty DL;Endeavour
I'm Not A Gun;Turbine
Tiga;You Gonna Want Me (Hey Today! Remix)
dOP;3 Suitcases
Open Mike Eagle;Pissy Transmissions
Tricky;Come To Me
Denis Jones;Clap Hands
Blurt;Plunge
ZEA;We've Got A Crisis
Telekinesis;The Drawback
Tokyo Sex Destruction;Stories from The Neighbourhood
Carl Barat;Run With The Boys
"Ed Kuepper,""Standing In The Cold, In The Rain""";
Jack Penate;Be The One
G.Rag & Die Landlergschwister;Model
Säuselboys;Der Bayerische Rapper
Alix Perez feat. Foreign Beggars;Dark Days
Kryptic Minds;Follow Me VIP
Shed;Atmo ? Action
Die Kassierer;Das Lied Vom Kot
Subb-an & Adam Shelton;It's Time (DOTB Harbour Tripping Rmx)
