Interpret;Titel
Comsat Angels;Independence day
Depeche Mode;Precious (michael mayer balearic)
Funki Porcini;Dubble
Bob Marley;Natural mystic
Timo Maas;Burn out
Plus 49;You are my keeper
Timo Maas;Enter my world
Martinez;Antares
Bent;Now I must remember
M83;On a white lake
Spacemonkeyz vs. Gorillaz;Slow country
Deus;Hotel longe
Richard Hawley;Hotel room
BJ Cole;Elle sait ou elle va
Raiders of the lost ARP;Highway
Bloc Party;Plans (mogwai mix)
Röyksopp;49 Percent (M.A.N.D.Y. rmx)
Baxendale;I built this city (Michael mayer rmx)
Black Mountain;Faulty times
Oasis;A bell will ring
Deep Dish;No stopping for nicotine
Gorillaz;Dare (dfa mix)
Chelonis R. Jones;Le bateau ivre (fairy rmx)
DJ Buck;Release the tension
Pigeonhead;Ain´t it so
Timewriter;Love is beautiful
Bioground;Taxing my soul
Ada;Our love will never die
Soft Cell;Say hello, wave goodbye
