Interpret;Titel
Musiccargo;Ich Geh Den Weg Mit Dir
Röyksopp;Dead To The World
Treva Whateva;Music´s Made Of Memories
The Modernist;The International Loner
White Light Circus;Marching Orders (Special Mix)
Buddy Caine;Rot Und Weiß Sind Unsere Farben
Krust;Malice
Hornsleth & Rhodessa;Great Love Was Here, Great Love Will
Dirk Leyers;Wellen
Märtini Brös;Tracks From The Lab
EP 2;The Phunk Phenomena
Soul Of Man/Plump DJ´s DJ MIX;Foxy Moron
Theme X/Plump DJ´s DJ Mix;White Label
Rennie Pilgrem;Celeb
Sarah Goldfarb;Sarah´s Scape
Orchester Ennio Morricone;Das Lied Vom Tod
Digitalism;Zdarlight
Brian Eno;Going Unconscious
Benjamin Diamond;Out Of Myself (Ark Rmx)
Basement Jaxx;Romeo
Rhythm King And Her Friends;Get Paid (Robots In Disguise/I Am X Rmx)
Sono;A New Cage (Digitalism Rmx)
Delta 5;Mind Your Own Business
Who Made Who;Out The Door
Black Rebel Motorcycle Club;Gospel Song
Paul Armfield And The Four Good Reasons;Misty Roses
Annie;Heartbeat (Röyksopp Rmx)
