Interpret;Titel
Jaga Jazzist ;Rose Heiress
Eastern District   ;Eight Days 
Dusky ;Yoohoo (LTJ Bukem Rmx)
Kid Drama;Separation
Instra:Mental;Waterfalls
Shackleton & Appleblim                ;Over Here (Brendan Moeller Rmx)
Cramp;Hidden Process                               
Lord Raja                                       ;De Lia Lu Lu
Eaux;Peace Makes Plenty 
Louville;Dawn  ´ 46
The Welcome Wagon                     ;Up On A Mountain
Olöf Arnalds                                    ;Patience
Kindness feat. Robyn                        ;Who Do You Love (Joakim Rmx) 
Githead;To Somewhere 
TWISK;Tired Tomorrow
Dutch Uncles                                   ;In N Out
Bwana;Flute Dreams                                  
Udo Jürgens;Damals Wollt´ Ich Erwachsen Sein   
The Beatles;Michelle
Mus.Hiba                                       ;Slow Snow  
Jaga Jazzist                                     ;Kitty Wu (Machinedrum Rmx)
Chicken Curry & His Pop Percussion Orchestra;Librium
Future 3;August
Dans Dans                                     ;Fleurette Africaine
Fleetwood Mac                             ;Trying So Hard To Forget            
Tame Impala                                 ;It Isn´t Meant To Be
Stadt;Be Aware                                      
Marstal:Lidell                                ;Computer Welt                              
Jenny Wilson;Pyramids 
Kim Ann Foxman;It´s All About You                         
Rats On Raft                                   ;The Moon Is Big                            
