Interpret;Titel
Mode Moderne                                  ;Strange The Shadows                       
TV On The Radio                             ;Careful You                                      
Bear In Heaven                                 ;Way Off                                            
Pajaro Sunrise                                   ;This Vision (Golden Bug Rework)
North Atlantic Oscillation                 ;Wires 
Van der Graaf Generator                 ;Theme One                                      
Ariel Pink´s Haunted Graffiti          ;Only In My Dreams                         
We Are Shining                                ;Stagedive  
Maurice Louca                                  ;The Golden Age                               
Embryo                                             ;Radio Marrakesch (Edit)                  
Maurice Louca                                   ;Idiot 
Ifan Dafydd                                      ;Eclipse
Tarwater                                            ;The Tape                                           
WOO                                                ;The Garden Path                               
Till Von Sein & Tigerskin                 ;Real Talk                                           
Metrik;Make The Floor Burn                       
Nu:Tone feat. Dynamite MC            ;Cannibals
Bass Clef                                            ;Free My Mind                                    
Sonarpilot;Ghosts
Legs Benedict                                    ;Other Side Of The Game                  
Les Sins                                             ;Talk About                                        
Mesak feat. Claws Costeau                ;Friend´ Ey Edit                                  
Soft Machine                                      ;The Floating World                           
Bart Davenport                                  ;Girl Gotta Way (Peaking Lights Remix)  
Audience                                           ;Man On Box                                     
Oracles;Gazing From Without                       
Royce Wood Junior                           ; Rover                                                 
The Crane                                           ;Ascended Pyromancy Flame             
Huxley                                               ;Barn Dance                                                                                  
DJ Q                                                  ;Ordinary People                                
Dusky                                                ;YooHoo
Lunsentrio ;Ein Typ Wie Ich – Ein Girl Wie Du 
Chanca Via Circuito                        ;Tarocchi 
Curtis Harding                                  ;Keep On Shining                              
Curtis Mayfield                                ;Think
Gregory Porter                                   ;On My Way To Harlem                    
