Interpret;Titel
Bell Gardens;Take Us Away
Mark Lanegan Band;Floor Of The Ocean
Future Brown feat. Tink;Wanna Party
Fantastic Mr Fox feat. Kid A;You Turn
Harleighblu feat. Klashnekoff;Sittin´  By The Window
Alice Russell;Breakdown (D-Felic Refix)
Yung Gutted feat. Czarquan;Michael
Tops;Way To Be Loved
Toddla T Sound;Worst Enemy
Submotion Orchestra;Rust
Toby Gale;From Now On In
Rodion G.A.;Acvila Fragment
Art Brut;Formed A Band
Thurston Moore;Detonation
Deerhoof;Last Fad
Shafiq Husayn feat. Anderson Paak;It´s Better For You
Big Chief;Midnight Vines
Apollonia;Boomerang
Batido;Ceu
Band X;Home
Maktub;Believe
Electric Wire Hustle;Loveless
Liquid Phonk;Missing You (Liquid Phonk Edit)
We Are Shining;Wheel
Jessie J;Burnin´ Up
Jessie Ware;Want Your Feeling
Von Spar;V.S.O.P.
Bernholz;Austerity Boy
Kong;Rage8FA
Viers;Ryomi
Musee Mecanique;The Man Who Sleeps
Musee Mecanique;Astoria
Musee Mecanique;The Lighthouse And The Hourglass
