Interpret;Titel
Escar;Hold It Within
Calibre;Timming
Jacques Green;No Excuse
Illum Sphere;Sleeprunner (Zed Bias Remix)
Korablove;Time (Orig. Mix)
Beaty Heart;Seafood
Mac DeMarco;Brother
Mark E;Being Hiding
Joe Kickass;The Right Melody
Jamie XX;Sleep Sound
Hidden Turn;Get Up
Matrixxman;Stop It
Jam City;Worst Illusion
Altered Natives;Dominator
Chords;Goodbye Groove
Alis;Apache (Matrixxman Remix)
Teebs Feat. Jonti;Holiday
S. Carey;Neverending Fountain
VVV;Present Tense
I Feel You;Melanie DeBiasio
Fatima Qadiri;Shanzhai (For Shanzhai Biennial)
Efdemin;Parallaxis
Trees;What's Left (Shigeto Extend Remix)
Prins Thomas;Hand Majestet
Nancy Whang Feat. Audiojack;Like an Eagle (Extended)
We Have Band;You Only
Avey Tare's Slasher Flicks;Little Fang
The Young Mothers;Mole
The United Jazz + Rock Ensemble;South Indian Line
God Loves Fags;Akshak
