Interpret;Titel
King Midas;A Ship Glides Through The Night
Rüfüs;Desert Night
Montana;Tycho
Nina Persson;Forgot To Tell You
Helmut;The Tribe
Jon Spencer Blues Explosion;Mars Arizona (DFA Mix)
Neneh Cherfry feat. Robyn;Out Of The Black
Colo;The View From Nowhere
Coldair;Safe & Sound
Electric Litany;In The Morning
MINeO;In This Era
Feedback Junkie;Sidewinder
Mounter & Mifi;1000 Snares
Joe Ashworth;Searching
Xiu Xiu;Black Dick
Can;Mushroom
Bus;Tamed Lion
Bus;Soundberg
Lowell;The Bells
MO;I Don't Wanna Dance
Boy George;My Star
Katy B;Aaliyah
Erik Cohen;Kosmonaut
Jacques Caramac & The Sweet Generation;It Takes All Sorts
The Notwist;Kong
Stereolab;Wow And Flutter
Sisy Ey;Ain't Got Nobody
CEO;OMG
Champs;Down Like Gold
Ricoshei;Perfect Like You
Neneh Cherry;Weightless
Howe Gelb;Vortexas
Helmut;Holiday
Timber Timbre;Hot Dreams
