Interpret;Titel
Layin´ Down Lost ;Greyhound Soul
Come Back ;Breakage
Endorphin ;Burial
Where Is Home (Burial Rmx) ;Bloc Party
All Good Things ;Fairmont
No Part Name ;Eats Tapes
It´s All The Same Price ;Yacht feat. Eats Tapes
Parenthesis ;The Blow
So Post All ´Em ;Yacht
I Got My Mind Made Up ;Instant Funk
The Art Of Letting Go (Ewan´s Low Dub) ;Supermayer
Catabolism (Efdemin Rmx) ;Henry & Denis
Rise Above ;Dirty Projectors
Ed Is A Portal ;Akron/Family
Westberlin ;Villalog
Disco Demons ;Bunny Lake
Moments In Love (Caspa Rmx) ;Art Of Noise
Löwenzahn-Luftwaffe ;Dominik Eulberg
Thief In Da Night ;Digital Mystikz
The Pain After ;Rabih Abou-Khalil
Qawwali ;Pinch
Intervention ;Arcade Fire
2080;Yeasayer
Dreams Will Save Us ;Sarah Goldfarb
Random Fiction ;Shlomi Aber
Shallow ;Clouds
Winkelstreben (Peverelist Rmx) ;Pole
Sinking ;Yair Etziony
Toninas (Thomas Fehlmann Rmx) ;Sun Electric
I Sit On The Ridge At Dusk ;Dirty Projectors
Dog Shelter ;Burial
