Interpret;Titel
Spencer Dickinson ;I´m So Alone
Die Türen ;Der Blues Kommt Zurück In Die Stadt
Reef ;Naked
Doyle Bramhall ;Lost In The Congo
Petur Ben ;Pack Your Bags
Doyle Bramhall ;Is It News
Bonnie ´Prince` Billy ;Track 3
The Checks ;Memory Walking
Jeb Loy Nichols ;My Kind
Bim Sherman ;Over The Rainbow
Rodriguez Jr. ;Soledad
Lynx feat. Kemo ;Carnivale
D Bridge ;Haven
Lynx ;Shame On You
Commix ;Be True
Oh Astro ;Candy Sun Smiles
Daniel Mehlhart ;Rauschfrei
Marc Asken ;Root Root (Shonky Rmx)
Peverelist ;Die Brücke
Sun ;Mosquito
The Jesus & Mary Chain ;Sometimes Always
The Raveonettes ;Black Satin
Bloc Party ;Where Is Home (Burial Rmx)
Dub Child ;Take Me (Reso Rmx)
Janner & Snoman ;Jah Wednesday
Tribulation All Stars ;Redemtion Style
Logistics ;Cold World
Alpha Omega ;New Day
Benga & Coki ;Emotions
Rob Sparx ;Independent Life
Peverelist ;Roll With The Punches
King Tubby And Soul Syndicate ;Israelite Children Dub
Sidney, George And Jackie ;Papa Was A Rolling Stone
Boxcutter ;Foxy
