Interpret;Titel
Victor Berman;Photographs Are Not Memories
Antonelli Electr.;Wood Turns Electric
The Earlies;No Love In Your Heart
Do Make Say Think;Bound To Be That Way
Espers;Dead Queen
Black Strobe;Black Metal
Joakim;Lonely Hearts
Alex Gopher;Brain Leech
Au Revoir Simone;Dark Halls
Chelonis R.Jones;I Don´t Know? (Cicada Rmx)
Ursula 1000 feat. Sista Widey;Step Back (Deekline Rmx)
Tayo Meets Acid Rockers Uptown;Dread Cowboy
Nightwalker;Magic Beans
Jan Delay;Party Zu Ende Dub
Benga & Walsh;Military
El-B feat. Juiceman;Buck & Bury
Tracey Thorn;It´s All True (Martin Buttrich Rmx)
John Tejada;Sweat (On The Walls)
Alexi Delano;What Is Control
Mistical;Secret Love
Mr Keaz;Volume 3 E.P.
Radiohead;Idioteque
Julian Fane;Rattle
Mistical;Stay Away
Chet Baker;Alone Together
Distance;Delight
Distance;Fractured
Busdriver;Less Yes´s , More No´s
Trentemoeller;Moan (Dub)
Musiccargo;Ernte 05
Reuber;Nach Vorn
