Interpret;Titel
Holger Czukay;Boat Woman Song
Can;Outside My Door
Holger Czukay;Cool In The Pool
Yura Yura Teikoku;Hate Nigen Ha
Yura Yura Teikoku;You Cant Fight Fate
Holger Czukay;La Luna
Can;Spoon
Holger Czukay;Music In The Air
Holger Czukay;Invisible Man
Czukay;Deep Emotion
Holger Czukay;Atlantis
Holger Czukay & Ursa Major;Echo Girl
John Tejada;End Of It All
Seafoam;Forge
Holger Czukay & Ursa Major;Crazy Day
Holger Czukay & Ursa Major;A New Day
Holger Czukay;Hey Ba Ba Re Bop
Blur;Ambulance
Can;Mushroom
Holger Czukay;Good Morning Story
Holger Czukay;Ride A Radio Wave (Live 1986)
