Interpret;Titel
DJ Zinc feat. Kudu Blue;Out Of Control
T.R.A.C. feat. Paul SG & MC Conrad;The Pursuit (Artificial Intelligence Remix)
Mr Joseph x Illmatika x Sofi Mari;Perfect Summer
Bonobo & Totally Enormous Extinct Dinosaurs;Heartbreak
Action Bronson;Latin Grammys
Machinedrum feat. Freddie Gibbs;Kane Train
Homeboy Sandman;Far Out
Steve Arrington;Love Knows
