Interpret;Titel
Hello Forever;Get It Right
D Block Europe feat. Aitch;UFO
Sufjan Stevens;Ursa Major
M.Byrd;Mountain
Kurt Vile;Speed Of The Sound Of Loneliness
Wandl;Requiem (Erkennung)
Charles Webster ft. Ingrid Chavez;The Spell (Burial Mix)
Rone;Nouveau Monde (Mathew Jonson Remix)
Silvestre;Love U
Gabriel Garzon-Montano;Mira My Look
Gabriel Garzon-Montano;Muneca
Sa-Roc;Something Real
The Twilite Tone;Do It Properly
Working Men´s Club;Valleys
PVA;Talks
Róisín Murphy;We Got Together
Automatic;Suicide in Texas (Panther Modern Remix)
Lea Porcelain;Pool Song
Future Islands;Plastic Beach
Working Men´s Club;John Cooper Clarke
Mieux;I Want
Bronson feat. Gallant;Know Me (Cassian Remix)
Sophia;Undone Again
Jake The Rapper;Lullaby No. 2 (Radio Version)
Botany;Visions Of This Earth Before Our Time
Letherette;Out Of Your Life
Thorne Miller feat. Jamie Fallon Smith;House Of Dreams
Glenn Astro feat. Ajnascent;Homespun
Sufjan Stevens;Tell Me You Love Me
Machinedrum feat. Father;Spin Blocks
Potter Payper;Green District
Degs feat. Logistics;Colour My Soul (Winson Remix)
Om Unit & Martyn;Passenger
Kiril;Untitled Dub
T.R.A.C. feat. Paul SG & MC Conrad;The Pursuit (Artificial Intelligence Remix)
Róisín Murphy;Simulation
