Interpret;Titel
Sieren;Phoenix
Bawrut;AndreW (Future Beat Alliance Remix)
Krust;Negative Returns (Four Tet Remix)
Mozey & Sofi Mari;Clarity
Haiyti;Benzin
BLVTH;Pow Pow
Rico Nasty feat. Gucci Mane & Don Toliver;Don´t Like Me
3ohblack;Mud
M.Byrd;Mountain
Bonny Light Horseman;Deep In Love
Tiña;I Feel Fine
Kiwi Jr.;Cooler Returns
Instinct;Twister
Bicep feat. Clara La San;Saku
Sonic;Accidental Junglist
Redpine & Solo;Citizen
Etch;No Sided Shape
Instinct;Can´t Run Away From Yourself (Holloway Remix)
Dan Curtin & DJ Haus;Druids Dream
Bakked;622
Giant Swan;Silkworm
Rone;Nouveau Monde (Ulrich Schnauss Remix)
Adrianne Lenker;Two Reverse
Traffic;John Barleycorn (Must Die)
Future & Lil Uzi Vert;Plastic
Haiyti;Klunker
Blxst;Pressure
11:11;Banger
Tenesha The Wordsmith & Lauren Ritter feat. JB;Thirst Trap
Charles Webster feat. Shara Nelson;This Is Real
Shcaa;Oons Ide
King Hannah;Meal Deal
Francois & The Atlas Mountains;Coucou
