Interpret;Titel
Shark Vegas;Pretenders Of Love
New Order;True Faith
Moscoman feat. Xen;I'm In Love With A German Filmstar
52nd Street;Look Into My Eyes
Whitey;Leave Them All Behind
Squid;Sludge
Joy Division;Interzone
Nihiloxic;Busoga
Keleketla! & Coldcut;Future Toyi Toyi (Gqom Mix)
Einstürzende Neubauten;Möbliertes Lied
Joy Division;Isolation
The Cassandra Complex;Moscow Idaho
Poundz;Honey
Renni Rucci;Richie Rich (RR)
Sweatson Klank;All Is One
Quando Quango;Love Tempo
Badly Drawn Boy;Banana Skin Shoes
Happy Mondays;Hallelujah (Club Mix)
A1 People;Love Will Tear Us Apart
Zola Jesus;Dangerous Days
Scott Matthew;This Here Defeat
Joy Division;A Means To An End
Pulse Park;Appollonian Heart
Buscabulla;Ta Que Tiembla
RAC feat. Jamie Lidell;Change The Story
Nyam Nyam;Fate
Donna Summer;I Feel Love
Herbert Grönemeyer;Grauschleier
Joy Division;She´s Lost Control
The 1975;Give Yourself A Try
Joy Division;Disorder
Caribou;Never Come Back (Four Tet Remix)
Chris Spedding;Motor Bikin´
Sex Pistols;EMI
Madness;Our House
Tollwut;Seuchen
Rick Abao;Jäger Aus Churpfalz
Batida;Vaivai (Rex & Alfa Remix)
