Interpret;Titel
Sharna Bass;Murda
Steve Arrington;You´re Not Ready
Mieux;I Want
Joint4nine;Changing Times
Jaga Jazzist;Apex (Lindstrøm & Prins Thomas Remix)
Omy De Oro & Rauw Alejandro;Estadia
Kuami Eugene;Open Gate
Kuami Eugene;Amen
Rema;Bad Commando
Machinedrum feat. Sub Focus;1000 Miles
Winslow;Love Letters
Machinedrum feat. Freddie Gibbs;Kane Train
London Grammar;Californian Soil
Garcia Peoples;A Reckoning
Long Tall Jefferson;Better Man
Daniel Trakell;Wisdom/Boredom
Lovemachine;Hauptbahnhof
Roisin Murphy;Game Changer
Bronson feat. Gallant;Know You (Skream Remix)
Kemback;Set Me Free
Bonobo & Totally Enormous Extinct Dinosaurs;Heartbreak
DJ Earl;Wrk Dat Body
Ogris Debris;Light Aery (Cosmin TRG Remix)
Nina Simone;See-line Woman (Ogris Debris Remix)
Carlito & Addiction;Star
Working Men´s Club;Tomorrow
Pottery;Texas Drums, Pt 1 & 2
A Certain Ratio;Yo Yo Gi
A Certain Ratio;Houses In Motion (Demo Version 1)
The Twilite Tone;The Lite
Chillinit;Legendary
21 Savage feat. Young Thug;Rich Nigga Shit
Reason;Fall
Kingdom feat. Tiara Thomas;High Enough
Machinedrum feat. Mono/Poly & Tanerélle;Star
Wandl;Helpless
Fooks Nihil;Homeless
