Interpret;Titel
Toby Tobias;Trippy Steve
The Orielles;Space Samba
We Have Band;You Came Out (Cage & Aviary Mix)
Four Tet feat. Ellie Goulding;Baby
Dean Blunt;Demon
RA;Don´t Slip
Sweatson Klank;And Then You
Mura Masa;Vicarious Living Anthem
Mura Masa;No Hope Generation
Soccer Mama;Circle The Drain
Drive-By Truckers;Thoughts And Prayers
Andy Shauf;Clove Cigarette
Blond;Es Könnte Grad Nicht Schöner Sein
Georgia;Feel It
Holy Fuck;Free Glass
Wargirl;Dancing Gold
Om Unit;A Groove
DLR;Busy
Vromm;Restart
Siinai;Anthem 1&2
Deserta;Paradiso
Shopping;Initative
Wolf Parade;Julia Take Your Man Home
Nicolas Godin;The Border
Alice Boman;Mississippi
Cup;As Close As That
Bohren & Der Club Of Gore;Meine Welt Ist Schön
Jonnine;I Don´t Seem Myself Tonight
Visible Cloaks;Permutate Lex
Synkro & Arovane;Facing North
Destroyer;Crimson Tide
Synkro;Look At Yourself (DJrum Remix)
