Interpret;Titel
Pulp;Disco 2000
Gum Country;Pills
Lionel Boy;Lost
Vex Ruffin;What Matters The Most
Joe Hertz;Korok Shuffle
Rema;Dumebi (Major Lazer Remix)
Black Logic;I Don´t Want U (Seb Zito Remix)
Silvestre;Na Cabeca (Original Mix)
Yussef Kamaal;Lowrider
Kamaal Williams;Save Me
DJ Haus;Fuzzy Logic
Squal G;The Travelling Heart
Friedemann Weise;Liebeskummer Im Sommer
The Jimi Hendrix Experience;All Along The Watchtower
Freddie Gibbs & The Alchemist feat. Tyler, The Creator;Something To Rap About
The Twilite Tone;Do It Properly
Eyedress;Can I See You Tonight?
Genevieve Artadi feat. David Binney & Louis Cole;Edge Of The Cliff
East Man feat. Streema;Know Like Dat
Jessy Lanza;Face
Philip D Kick;Funk 160
Faithless;This Feeling
Bronson feat. Lau.Ra;Heart Attack (Club Edit)
Protomartyr;Modern Business Hymns
L.A. Salami;Things Ain't Changed
Bob Dylan;Like A Rolling Stone
L.A. Salami;The Cause of Doubt & a Reason to Have Faith
Avett Brothers;Victory
Genevieve Artadi;Will You Tell Me
Satin Jackets;Hundred Fifty Up
Aroent;Quirky Chance
Joesef feat. Loyle Carner;I Wonder Why
Jarv Is;Swanky Modes
Khruangbin;If There Is No Question
Jarv Is;Am I MIssing Something?
Sofia Portanet;Art Deco
