Interpret;Titel
Pieter De Graaf;A Minor Story
John Carroll Kirby;A Pilgrims Tail
Kaitlyn Aurelia Smith;Expanding Electricity
Avondlicht;Found
K-Lone;Honey
Matthew Tavares & Leland Whitty;Visions Of You
Jess Williamson;Wind On Tin
Six Organs Of Admittance;Black Tea
Stephen J. Malkmus;What Kind Of Person
Mavi Phoenix;Bullet In My Heart
M. Ward;Rio Drone
Bell Towers;Want You (Need You) (Deep Dean Remix)
Alinka;Running To You
Hodge;Sense Inversion
Sufjan Stevens & Lowell Brams;What It Takes
Spring;The Prisoner (Eight By Ten
Check Masses;Dripn Angel
Yves Tumor;Kerosene!
Michael Mayer;Not So Far Away
Phoebe Bridgers;Garden Song
Thundercat feat. Pedro Martins;It Is What It Is
Yaeji;When I Grow Up
Mirek Coutigny;Atlas
Photay;Warmth In The Coldest Acre
Empress Of;Void
Waxahatchee;Can´t Do Much
Lewsberg;From Never To Once
Thundercat feat. Kamasi Washington;Innerstellar Love
Carlito & Addiction;Funk That
Degs feat. Missing;The Roots
Warm Digits feat. Lovely Eggs;Feel The Panic
John Tejada;Infinity Room
M. Ward;Torch
Ren Harvieu;Curves & Swerves
