Interpret;Titel
Otik;Gravel
Kida Kudz;Yeye Riddim
Asa Tone;River At Work
Dead Man´s Chest;Lo-Freq Soul (Soundboy Version)
Bluematter;Zeus
dgoHn;Sporks
Premis;Murter
Till Von Sein;61 State Of Mind
Khruangbin & Leon Bridges;C-Side
Isobel Campbell;The National Birds Of India
Gil Scott Heron Vs Makaya McCraven;New York Is Killing Me
Sweatson Klank;Too Fast
Bankroll Freddie feat. Trapboy Freddy;Like Freddy
Antilopen Gang;Trenn Dich
DC Salas;Give Up
Ravage Sentimental;Finnberget (C.A.R. Remix)
Killing Joke;Sanity (Romeo Remix)
Squane;Crossed Wires
Messer;Anorak
Gang Of Four;Natural´s Not In It
Pet Shop Boys;Wedding In Berlin
Bell Towers;Privacy
Bell Towers;Juicy Blend (Bullion Rmx)
Italojohnson;ITJ09A1 (DJ Haus Remix)
Bufiman;Langsam Aber Slowly / Well, Traumhaft
Octo Octa;Hallway Visdions
Eris Drew;Fluids Of Emotion
Damian Lazarus;Ergot
La Roux;He Rides
Drama;Gimme Gimme
Little Dragon;Hold On
Okay Kaya;Givenupitis
Isobel Campbell;Ant Life
Maserati;Wallwaker
