Interpret;Titel
Addison Groove;Laguna
Cairo;Sonntag
Lil Uzi Vert;Lo Mein
GLXY;Crescent
Jeshi;Coming Down
Finn;Trick Trick
Kevin Krauter;Kept
EOB;Brasil
Parcels;Redline - from Hansa Studios, Berlin
Parcels;IknowhowIfeel - from Hansa Studios, Berlin
Tom Misch & Yussef Dayes;Kyiv
Malena Zavala;Compay
Laura Marling;Strange Girl
Alinka;Do What U Want 4AM Mix
Alinka;Running To You
Peggy Gou;It Makes You Forget
No Age;Turned To String
Clubkelly;Don´t Call Me
Total Science & Mako;Rathbone Strikes Again
Cnof;Away From Me
GLXY feat. Anastasia;It´s Not Love
Dusk & Blackdown;Parallels
Blackdown;This Journey
Bicep;Atlas
Rodriguez Jr.;Haussmann
Julio Victoria;Sur
Hamilton Leithauser;The Old King
Gerry Cinnamon;The Bonny
Tocotronic;Hoffnung
Braids;Snow Angel
Flying Horseman;Where Do You Live
Ash Ra Tempel;Suche & Liebe (Edit)
Shabazz Palaces;Reg Walks By The Looking Glass
Lido Pimienta;Resistoyya
DJ Python;oooophi
