Interpret;Titel
Netsky;Complicated
Aluna;Warrior (Salute Remix)
Instinct;Pistolwhip
T.R.A.C. feat. Submorphics;Life In Motion (Carlito & Addiction Rmx)
DJ Earl;Baaaaaa
Martyn & Om Unit;Skimming
Dengue Dengue Dengue;Minerals
Max Le Daron feat. Kirani Ayat;Killer
Blanketman;Beach Body
TV Priest;Decoration
The Godfathers;Birth, School, Work, Death
André Hommen;Cohesive (Robag Wruhme's Bokkler Ludd NB)
Boiish;Do Too Much
Wax Wings feat. Nimmo;Reclaim Me (ABSOLUTE. Remix)
Future Utopia feat. Stormzy & Beatrice Mushiya;How Do We Find Our Truth?
Hugh Hardie;Learning To Fly
Netsky & Hybrid Minds;Let Me Hold You
Greentea Peng;Revolution
Sharna Bass;Murda
Low Cut Connie;Private Lives
Nu Azeite feat. Barrios;Me Deixa Louca
Better Person;Bring Me To Tears
Azymuth, Ali Shaheed Muhammad & Adrian;Sumaré
Ozric Tentacles;Climbing PLants
James Organ feat. Pablo:Rita;Secrets
Oneohtrix Point Never;Love In The Time Of Lexapro
Oneohtrix Point Never;Nothing´s Special
Oneohtrix Point Never feat. The Weeknd;No Nightmares
Duval Timothy;U
James Blake;Before
Actress feat. Aura T-09;Turin
Laraaji;Through Luminous Eyes 1
Laraaji;Prana Light
Emerson, Lake & Palmer;Lucky Man
Oneohtrix Point Never feat. Nolanberollin;The Whether Channel
