Interpret;Titel
Deserta;Hide
Surf Curse;Safe
Chromatics;Closer To Grey
Drab Majesty;Ellipsis
Yoshinori Hayashi;0208 (Prins Thomas Remix)
The Chap;Toothless Fuckface
The Chap;Pea Shore
Klangstof;Blank Page
Fever Ray feat. Olof Dreijer;Wanna Sip (Olof Dreijer Remix)
Devarrow;Heart Attack
Florence Besch;Break
Alexandra Savior;The Phantom
Eiffel 65;Blue (Da Ba Dee)
Mr. Mitch;Eiffel (Peace Edit)
Felix Lee;Unified
Lil Berete;Goat Cheese
Field Music;Money Is A Memory
Kid Creole & The Coconuts;Double On Back
Cartel Madras;Goonda Gold
Moses Boyd;Only You
Stormzy;Lessons
Gerra & Stone;Feels like
Danny Wheeler;Utopia
Friction;Dare (Cyantific Remix)
Corridor;Topographe
Ätna;Come To Me
Holy;The Ryder
Yamaneko;You Envied The Stars Their Height
Alex Albrecht pres. Melquiades;Schaefer Street
DJ Poolboi;Forever Yours
Luis Ake;Rotmilan
Gil Scott-Heron And Jaime XX;My Cloud
Nicolas Godin;The Border
DJ Counselling;Myou Yeah Love
Tornado Wallace;Start Again
Iglesias;Dubler
Deichkind;Richtig Gutes Zeug (DJ Hell Remix)
