Interpret;Titel
Wargirl;Pretend
Ebony Bones!;Oh Promised Land
Nihiloxica;Salongo
Magic Drum Orchestra feat. Farda P;Two B´s One White (Bigga´s Dunn´s River Version)
Leon & NiCe7 feat. Sam Threadgold;Please Don´t Leave
Waking Dreams;Dissonant
Psychic Markers;Enveloping Cycles
Madmarcc;Ducati
Kierra Luv;Worth It All
The Flaming Lips;Flowers Of Neptune 6
Timma T;Sol
Skream & Tom Demac;EMF
Nihiloxica;Busoga
Manuel Fischer;Dark Shark
Secretsundaze;Over The Edge
Jazzuelle;Sapphire
The Jayhawks;Then You Walked Away
Bibio;Sleep On The Wing
Flug 8;Arc To Time
Need For Mirrors;Cole
Philip D Kick;160909313
Archie Shepp;Black Gipsy
Jehnny Beth;The Rooms
Westerman;Dream Appropriate
Jehnny Beth;Heroin
Flying Horseman;Citizen
Photay;The People
Andreya Casablanca;Talk About It
Wargirl;I Told Ya
Tigerbalm;Ello Koko
Mile Me Deaf;Sweet Earth
Pet Shop Boys;I Don´t Wanna (Mano Le Tough Remix)
Boddy & Raquet;Secret
