Interpret;Titel
Herb Alpert;Rise
Dua Lipa & BLackpink;Kiss And Make Up (Remix/Mixed)
Sex Judas feat. Linn Nystadness;No Shame
Lizzy Mercier Descloux;Fire
Kiwi;Hello Echo
LA Priest;Beginning (Totally Enormous Extinct Dinosaurs Remix)
Eight Rounds Rapid;Passive Agressive
Metz;Hail Taxi
Disclosure feat. Slowthai & Amine;My High
Sammy Virji feat. Tuffculture;Forever
Emily Barker;The Woman Who Planted Trees
Bonny Light Horseman;Deep In Love
Isola;Said It Again
Michael Rother;Hey-Hey
Sam Prekop;Summer Places
Harmonious Thelonious;Höhlenmenschenmuziek
Mr. Mitch;I'll Be 20 When I'm 40
Graintable;Dark Surface (Flug 8 Remix)
Krononaut;Location 14
The Growth Eternal;XIV. @MarcKings
Michael Rother;Bitter Tang
Luis Ake;Lilith
Eli & Fur;Big Tiger
Machinedrum feat. Mono/Poly & Tanerélle;Star
Mild Minds;Destinations (Jacques Greene Remix)
Soela;White Becomes Black
Peter Broderick;Let It Go
Mammal Hands;Versus Shapes
Lubomir Melnyk;The Pool Of Memories
