Interpret;Titel
Roosevelt;Echoes
Public Practice;Cities
Jaga Jazzist;Spiral Era (Prins Thomas Remix)
Sneaks;Faith
I Like Trains;Dig In
Squid;Sludge
The Notwist;Ship
Will Butler;Close My Eyes
Video Age;Maybe Just Once
Dinner;Turn Me On
J. Vague;New Life
Widowspeak;The Good Ones
Nas feat. Anderson .Paak;All Bad
Nas;King´s Disease
Need For Mirrors;Cole
J:Kenzo;The Summoner
Kodan;Way I Feel
Simplification;Hold On
Simplification;Regret
D Power Diesle & Skepta;Sniper
Bronson feat. Gallant;Know Me
Bronson;Vaults
Prayer;Running
TSHA;Sister
Slow Pulp;Idaho
Minimal Schlager;FMB
Fontaines D.C.;Televised Mind
Pharrell Williams feat. JAY-Z;Entrepreneur
Greentea Peng;Hu Man
Stan Getz & Charlie Byrd;Samba De Uma Nota So
The Dylan Group;The Girl From Ipanema
Dirty Projectors;Holy Mackerel
DJ Python;Rosada
Daniel Trakell;Come To
Dawes;St Augustine At Night
Boy Pablo;Rest Up
Holy;The Ryder
Sufjan Stevens;Video Game
