Interpret;Titel
Finn & India Jordan;H.U.R.L
Working Men´s Club;Teeth
Holy Fuck feat. Angus Andrew;Deleters
Sorry;Starstruck
Camilla Sparksss;Are You Ok? (Fakear Remix)
Ko Shin Moon;Le Pecheur
L `Eclair;Castor MacDavid
Scorcher;London Boy
Kelvyn Colt;Down Like Dah
Blond;Las Vegas Glamour
Sofia Portanet;Wandering Rat
Alex Gough;Fool
Lewsberg;Cold Light Of Day
Pongo;Quem Manda No Mic
Celeste;Stop This Flame
Warmland;Further
Westerman;Kathy´s Song
Westerman;Blue Comanche
Dry Cleaning;New Job
Wire;Primed And Ready
Squid;The Cleaner
Flohio;Breeze
Of Montreal;20th Century Schizofriendic Revengoid-Man
Foamek;Event Horizon
Bert Dockx;Albatross
Ottla;Spinrag
Kepa;Hello Babe!
Junior Brother;Castlebridge
Zwangere Guy;Niemand
RA feat. Ghetts;Blend N Mix
Mura Masa feat. Slowthai;Deal Wiv It
Georgia;Started Out
Drive-By Truckers;Slow Ride Argument
Sixtyniners;Back To The Country
Wholly Michael;Onwards And Upwards
Pitou;Give Me A Glass
