Interpret;Titel
Future Utopia feat. Tom Grennan;Do We Really Care? Pt. 1
Action Bronson;Latin Grammys
Crayon;On Code
Crayon;Do Me
Kuami Eugene;Open Gate
Rema;Dumebi (Henry Fong & Jayceeoh Remix)
Nayana IZ;TNT
Ace Tee;Hunnies
