Interpret;Titel
Kode9 Vs Badawi ;Den Of Drumz
Helvetikone ;Phobia
Bon Iver ;Blood Bank
Feist + Ben Gibbard ;Train Song
Eleni Mandell ;Artificial Fire
Marco Carola ;The Tribe
Sinistarr ;Leeroy Jenkins
Raw Q ;Caspian Moon
Sinistarr ;Lynx Is Playing At My House
Zero T feat. Steo ;Refusal (Calibre Rmx)
Urlaub In Polen ;Theodore Flames
Skream ;Midnight Request Line (Switch Rmx)
Jesse Rose Alongside Henrik Schwarz ;Stop, Look & Listen
Boozoo Bajou ;Same Sun (Prins Thomas Diskomiks)
Brazilian Girls ;Good Time (Diplo Rmx)
Geeneus ;Yellowtail
Mongrel ;Hit From The Morning Sun (DJ Beware + Motorpitch Rmx)
Ikonika ;Millie
Cerebral Vortex & Erik Lau ;Never Fall In Love
PPP ;Ain´t No If´s Ok Maybe´s
Harmonic 313 feat. Phat Kat & Elzhi ;Battlestar
Scratch Massive ;Like You Said (Chloe Rmx)
Mathias Schaffhäuser & Ziggy Kinder ;Syntagma
Bomb The Bass ;Black River (Gui Boratto Rmx)
Pharoah Sanders ;Astral Travelling
Sin Fang Bous ;Carry Me Up To Smell Pine
Ethan Rose ;On Wheels Rotating
Eluvium ;When I Live By The Garden And The Sea
Michael Santos ;Hopefully Helsinki
BV Dub ;A Moment´s Peace
Gagarin ;AB Plas
