Interpret;Titel
Kings Of Leon;Knocked Up
Simian Mobile Disco ft. Alexis Taylor (Hot Chip);Bad Blood
Gui Boratto;No Turning Back (Original Mix)
Tigerskin;Too Hot
La Roux;Bulletproof (Zinc Dub)
Parov Stelar;Kiss Kiss
Holy Ghost!;I Will Come Back
Armanda Blank;Might Like You Better
Sirius Mo;Last Dear
Friendly Fires;I?m Good, I?m Good (Lykke Li Cover)
Major Lazor ft. Jahdan;Cash Flow (Classixx Glass Bottom Dub Mix)
Peaches;Lose You (Original)
Paul Kalkbrenner;Aaron
Cyantific;Empty Streets
Schaffhäuser & Güntner;Confusion
Manuel Tur;Will Be Mine
Sally Shapiro;Love In July (Bostro Pesopeo Remix)
Wareika;King?s Child (Ricardo Villalobos remix)
Christian Prommer?s Drumlession;Plastic Dreams
Steve Lawler;Distrait (Nick Curly & Gorge Rmx)
Dusty Kid;Cowboy
Tortoise;Gigantes
Swayzak;Ease My Mind
Seba;Snow
Makoto;Sentimental Moods
Brother;Big Deep
The Runners;Woman Pleaser (Jay Shepheard Rmx)
Lawrence;Forms & Shapes (Lawrence Mix)
Major Lazor;Can?t Stop Now
The Juan McLean;The Future Will Come
The Smiths;Heaven Knows I`m Miserable Now
