Interpret;Titel
Q & A ;The Trap
Yacht ;Psychic City
The Bollock Brothers ;The Bunker
Vitalic ;Poison Lips
Von Spar ;HyBoLT
Beak ;Backwell
Kreidler ;Brass Cannon
DFRNT ;The Warmest
Bibio ;Kaini Industries
Anti-Pop Consortium ;Superunfrontable
Phantogram ;Turn It Off
Simon Baker ;Dragsnap
Ramadanman & Appleblim ;Sous Le Sable
Dinky ;Ceramik
Broadcast ;The Be Colony
BLK JKS ;Molalatladi
Logistics ;Raygun
Skream ;Burning Up
Dub War ;Prisoner (Nico Dub Mix)
Debruit feat. 215TFK & Stray ;Soles Sweat (Reso Rmx)
Dizzee Rascal ;Freaky Freaky
Marlow ;Bandwagon Junglist
Hudson Mohawke ;Shower Melody
Anti-Pop Consortium ;Volcano (Four Tet Remix)
Why? ;January Twenty Something
Vaccine ;Radiate
2562;Dinosaur
Flying Lotus ;Parisian Goldfish (Take Rmx)
Jimi Tenor ;Japanese Electronics
Black Chow ;Purple Smoke
Yoko Ono Plastic Ono Band ;The Sun Is Down!
Kreidler ;Mosaik
DRFNT ;Tripped (Synkro Rmx)
Greymatter feat. Heidi Vogel ;Believe In Something (TRG Rmx)
