Interpret;Titel
Antony With Bryce Dessner ;I Was Young When I Left Home
J.Tillman ;Barter Blues
The Drones ;Careful As You Go
Eleni Mandell ;Two Faces
Telepath ;Michael
Mount Kimbie ;Vertical
Mount Kimbie ;William
Narcossist ;Brothel Creeper
Breakage ;Untitled
Illegal Subz ;Deeper Thought
Peverelist ;Gather
F-One & Kromestar ;Mo Fire
Milton Jackson ;Another Fine Mess
Diplo feat. Sandra Melody ;Newsflash
Zion I ;DJ DJ
NASA feat. Kanye West, Santogold & Lykke Li ;Gifted
Josh Wink ;Dolphin Smack
Buraka Som Sistema ;Kurum
Jonathan Richman ;Cosi Veloce
Horace Andy & Ashley Beedle ;Angie
Mutations ;Butane
Geeneus ;Yellowtail
The Cramps ;Can Your Pussy Do The Dog?
Alien Entertainment feat. Black Canvas ;Full Speed Ahead (Matt Flores Garage Dub Joint)
The Long Lost ;Woebegone (Flying Lotus Rmx)
Mick Rubin ;Mauna Loa
Intrusion ;A Night To Remember
Horace Andy & Ashley Beedle ;2 Way Traffic
Zomby ;The Lie
Kode9 Vs Badawi ;Den Of Drumz
Kode9 & LD ;Bad
Two Fingers ;What You Know (Emalkay Rmx)
Zion I ;Coastin´
Lily Allen ;I Could Say
