Interpret;Titel
Edward Sharpe & The Magnetic Zeros ;40 Day Dream
Woodpigeon ;Knock Knock
Herman Dune ;When The Water Gets Cold And Freezes On The Lake
William Fitzsimmons ;I Don´t Feel It Anymore
Bon Iver ;Re:Stacks
Blitzen Trapper ;Black River Killer
Bruno Gauthier ;It´s Love (Simon Baker Rmx)
Mayburg feat. Ada ;Each And Every Day
People Get Real ;Robin Hood
The Royal We ;Party Guilt (Matt Styles Rmx)
Rufige Kru ;Sometime Sad Day
Rufige Kru ;Chances (Alix Perez & Sabre Rmx)
Health ;Tabloid Sores (Lovely Chords Rmx)
Discodeine ;Invert
Joakim ;Love & Romance & A Special Person
Peter Andre ;Mysterious Girl
Faget Fairys ;Feed The Horse
Bad Girl (King Cannibal Rmx) ;Two Fingers feat. Sway & Ce´cile
Wiley ;Off Da Radar
Belief File ;Luke Vibert
Heralds Of Change feat. Oddisee ;Show You
Mos Def ;No Hay Nada Mas
Onra ;Broken Language
Dark Knight ;Daydreamer
Caspa feat. Uncle Sam ;Lon ? Don City
DJ Shadow ;What Does Your Soul Look Like (Part4)
Hudson Mohawke ;Spotted
Hudson Mohawke ;Rising 5
Hudson Mohawke ;Acoustic Lady
Passport ;Ataraxia Part 2
Passport ;Ataraxia Part 1
Still Going ;Untitled Love (Instr.)
Hope Sandoval ;Blanchard
Steamhammer ;Lost You Too
