Interpret;Titel
Tobacco Road ;Eric Burdon
Lynx + Kemo ;Apocalypse
The Black Crowes ;Hotel Illness
The Band Of Heathens ;Jackson Station
Fever Ray ;Triangle Walks (Spectre Mix)
Le Freres Smith ;Le Marche Des Smith
The Maccabees ;Can You Give It
Paul Simon ;You Can Call Me Al
Brett Dennen ;Make You Crazy
Marching Band ;Gorgeous Behavior
Bar9 ;Shaolin Style (Rob Sparx Remix)
Ital Tek ;Strange Love
Burial + Four Tet ;Moth
Boards Of Canada ;Pete Standing Alone
Ital Tek ;Snowburst
Synkro ;Everybody Knows
Alif Tree ;Never Be The Same (TJ Kong & Nuno Dos Santos Rmx)
Scratch Massive ;Like You Said (Chloe Rmx)
Sarah Goldfarb ;Breaking Down (Remix)
Moderat ;A New Error
Guido ;Orchestral Lab
The Dirty Projectors ;Stillness Is The Move
Mike Slott ;Boxed In
Dabrye feat. Jay Dee And Phat Kat ;Game Over
J Dilla feat. Danny Brown ;Bot Vs The Hybrid
Harmonic 313 feat. Phat Kat & Elzhi ;Battlestar
Dub Pistols feat. Rodney P ;Ganja
Fagget Fairy ;Feed The Horse
Street Life ;Terry Lynn
Golden Silvers ;True No.9 Blues
Still Flyin´ ;Forever Dudes
The BPA feat. Dizzee Rascal & David Byrne ;Toe Jam
Yeah Yeah Yeahs ;Faces
Matt And Kim ;Lessons Learned
Lissie Trullie ;Boy Boy
