Interpret;Titel
Megafaun ;Solid Ground
Downpilot ;Hell On The Turnpike
Joe Henry ;Suit On A Frame
Joe Henry ;Over Her Shoulder
Cooly G ;Love Dub
Däm-Funk ;The Sky Is Ours
Turboweekend ;Something Or Nothing (2000F & Jkamata Remix)
Marquese ;Weekend You
Silicon Soul ;Language Of The Soul (Beat Pharmacy Language Of The Dub reshape)
Appleblim & Peverelist ;Over Here (Brendan Moeller Rmx)
Streetz feat. Eastwood & Tyger ;Freestyle
Debruit feat. 215TFK & Stray ;Soles Sweat (Reso Rmx)
XBerg Dhirty 6Cru ;Die Reime Der Anderen
Schlachthofbronx feat. Ete Kelly ;Farafina
Data feat. Cell ;Doors Of Perception
Faib ;Ticking Clocks
Hope Sandoval & The Warm Inventions ;Wild Roses
MIT ;Rauch (Luke Abbott Rmx)
Hudson Mohawke ;Fuse
Terror Danjah ;Hyperphonix
A Made Up Sound ;Wire
2562;Flashback
Silkie ;Purple Love
Onra ;Nadja Nice
Logistics ;Platinum
Logistics ;Time Has Come
Boris ;Buzz In (Nosaj Thing Rmx)
Rustie ;Bad Science
Colosseum ;Lost Angeles
Haito ;Free Dub
Bovill ;Transfesa
Rene Breitbarth ;Loop
Greymatter feat. Heidi Vogel ;I Believe In Something (TRG Rmx)
The Very Best ;Chalo
Picture Plan ;Solid Gold
Yacht ;Psychic City
