Interpret;Titel
Lymbyc Systym ;Skull Truth (Bibio Rmx)
Dizz 1 ;Konotakosuke Yaro
Yo La Tengo ;Periodically Double Or Triple
Zoot Woman ;Lonely By Your Side
Sally Shapiro ;Save Your Love
Robin Guthrie ;Camera Lucida
Mew ;Reprise
Sally Shapiro ;Dying In Africa
Tosca ;Joe Si Ha (Spirit Catcher Rmx)
Villalog ;Cosmic Sister Disco
Subway ;Persuasion
Jan Hammer ? Peter Kruder Private Collection ;Darkness/Earth In Search Of A Sun
Tortoise ;Charteroak Foundation
Legion Of Two ;Turning Point
This Will Destroy You ;Freedom Blade
Rufige Kru ;Sometime Sad Day
Bop ;Ataraxia
Squarepusher ;S.E.B. 10
Squarepusher ;S.E.B. 9
The Deadbeats ;Loafin´
Digitaline ;Seeking Attention
Tom Demac ;In Your Eyes
Anna ;Taken By Trees
Patrick Chadronnet ;Piper
Blasta ;Syrup Feeling
Pangaea ;Memories
Dorian Concept ;Trilingual Sexperience
A Made Up Sound ;Wire
Joy Orbison ;Wet Look
Alland Byallo ;Borderline
