Interpret;Titel
Henry & Louis feat. Prince Green ;Answer: Lullaby (Sledgehead Rmx)
Faithless ;Spiders, Crocodiles & Kryptonite
The Cure ;Lullaby
Vive La Fete ;Folie
The Rapture ;House Of Jealous Lovers
The Cure ;A Forest
The Mission ;Serpents Kiss
And Also The Trees ;Misfortunes
The Cure ;Killing An Arab
Bat For Lashes ;A Forest
The Cure ;Why Can´t I Be You (Francois Kevorkian Rmx)
