Interpret;Titel
Adrian Zaar;Taxi!
Freddy Fischer And His Cosmic Rocktime Band;Wohin Kannst Du Gehen Mit....
October;String Theory (Polarius Rmx)
Battles;Africastle (Kode9 Rmx)
Benjamin Damage & Doc Daneeka;Juggernaut
Speech Debelle;I'm With It (Louis La Roche Rmx)
Clark;The Pining Part 2
Dark Sky;F-Technology
Joy Orbison;Hyph Mngo
Midland;Placement
High Contrast;The Agony & The Ecstasy (CRST Rmx)
Crazy P;Changes (Appleblim Rmx)
Emeli Sande;Heaven (Nu:Tone Rmx)
Blu Mar Ten;Problem Child
Brookes Brothers;Snowman
Scuba;Cognitive Dissonance
My Panda Shall Fly & Benjamin Jackson;Data Module
Kölsch;Der Alte
Superpunk;Matula, Hau Mich Raus
Xiu Xiu;Hi
Disappears;Replicate
Prinzhorn Dance School;Your Fire Has Gone Out
Gravenhurst;The Prize
Christy & Emily;Airport
Smoke Fairies;Devil In My Mind
It's A Beautiful Day;White Bird
Lambchop;If Not I'll Just Die
Dirty Three;Moon On The Land
My Best Fiend;One Velvet Day
Grimes;Oblivion
Adrian Zaar;Warten
Stabil Elite;Hydravion
Peter Van Hoesen;Nineteen Continued
