Interpret;Titel
Goth-Trad;Mirage
NonGenetic & Cooptrol;War
Dälek;Forever Close My Eyes
Lorn & Dolor;Pain
Scuba;Ignition Key
Gonjasufi;The Blame
Lambchop;Gone Tomorrow
Robag Wruhme;Bortonkk
120 Days;Osaka
Ulrich Schnauss & Mark Peters;The Messiah Is Falling
School Of Seven Bells;Lafaye
Mark Lanegan Band;Ode To Sad Disco
Susanne Blech;Vietnam, DANCE!
Die Türen;Rentner Und Studenten
Redshape;The Land
Ital;Doesn´t Matter
Lana Del Rey;Video Games (Joy Orbison Rmx)
The Mekanism;Can´t Believe (Mario Basanov Rmx)
dBridge;Little Things
PFM;If You Were Mine
Speech Debelle;Elephant
First Aid Kit;In The Hearts Of Men
Matt Elliott;Dust Flesh And Bones
Ziggy Kinder;Meteorid
Tessela;D Jane
Ulrich Schnauss & Mark Peters;Long Distance Call
