Interpret;Titel
DFRNT;Deep Into It
George Fitzgerald;Every Inch
Darkstar;Timeaway
KRTS;Regret To Retreat
Other Echoes feat. Alice Smith;You´ll Be My Medicine
John B feat. Jillian Ann;Love Again (LX One Remix)
Kahn feat. Rider Shafique;Late Night Blues
Wiz Khalifa feat. 2 Chainz;It´s Nothin´
Laurel Halo;Sunlight On The Faded
Stop Thinking;Feelings
Jack Dixon;10 Years (Orig. Mix)
Spleen United;Days Of Thunder
Gold Panda;Vanilla Minus
Villagers;The Waves
Sinkane;Lovesick
Tiga;Plush
Offshore;Downer 2
Ges E;Seven
High Contrast;Wish You Were Here (S.P.Y. Remix)
Dan Blackout;Storm (Your Game)
Nasha Experience;808
Kirsty McGee;Something Going On
Martha Tilston;Blue Eyes
Arbouretum;Oceans Don´t Sing
Young Dreams;Fog Of War (Baio Remix)
Jesse Boykins III + MeLo-X;The Perfect Blues (Machinedrum Remix)
Atoms For Peace;Default
I Got You On Tape;Back from The Dead
Roc Marciano;Thread Count
Sarp Yilmaz;Blue
Ibrahim Maalouf;Certainty
Gerry Read;Make A Move
