Interpret;Titel
Ulrich Schnauss & Mark Peters;Rosen im Asphalt
Deco Child;Pray
Karl Moestl;Life & Happiness
d.Bridge;Little Things
Mikal;Lifts Me Up
BadboE feat. MC Coppa;One Of Those Days
Baby J feat. Dynamite MC;Young, Gifted & Black
Nneka;My Home (Coki Rmx)
Goth Trad;Mirage
Bonobo;The Keeper (Banks Remix)
Ultrasone;Here And So Far
Liz Green;South
Scuba;The Hope
Duffstep;Together
Gavin Herlihy;Witching Hour
The Shining;Hey You!!!
Casiokids;Olympiske Leker
Hell Machina feat. Infuze;Good Love (Twist Rmx)
John B;Robot Love (Phrenzy Rmx)
Falco;Rock Me Amadeus
It´s A Musical;For Years And Years
Grimes;Genesis
Mark Lanegan Band;Quiver Syndrome
My Best Fiend;ODVIP
Liz Green;French Singer
Blue Fields;Best Served Cold
Blue Fields;Carmens Ghost
Matthew Burton & Kate Rathod;Warehouse Fool
Lana Del Rey;Million Dollar Man
The Soft Hills;It Won´t Be Long
James Levy & The Blood red Rose;Pray To Be Free
Speech Debelle feat. Roots Manuva And Realism;Blaze Up A Fire
