Interpret;Titel
Leikeli47;Heard Em Say (Feat. Curt@!n$)
A-Trak;Landline (Feat. GTA)
TNGHT;Higher Ground
Don Froth;VAP
The Prodigy;Smack My Bitch Up (Major Lazer Remix)
Elliphant;Down On Life
Nvie Motho;Old children
Robots Don't Sleep;Little White Lies
Kat Vinter;Stoneheart
OK KID;Verschwende mich
Lana Del Rey;Ride (Sohn Remix)
S O H N;Red Lines
Jonny Classic and the Classic Johns;Tonight Tonite (TNT TNGHT)
Flume;Star Eyes
J.Viewz;Salty Air
Tanlines;Abby
Blue Sky Black Death;Gold In Gold Out
Boyz II Men;Can You Stand The Rain [Burn Water Heavy A capella Rework]
Burn Water;Bright Eyed Angel
Jamie Lidell;What A Shame
Mikky Ekko;Pull Me Down (Ryan Hemsworth Remix)
Frank Ocean;Thinkin Bout You (Ryan Hemsworth Bootleg)
Ellie Goulding;High For This (The Weeknd Cover)
Zola Jesus;Diamonds (Rihanna Cover)
Rihanna;Diamonds (Remix) (Feat. Kanye West)
Nite Jewel;P.Y.T. (Michael Jackson cover)
Majestyy;Spirits Touch
T.I.;Sorry (Feat. Andre? 3000)
Meek Mill;Lay Up Remix (Feat. Rick Ross, Jay-Z & Trey Songz)
Big Boi;In The A (Feat. Ludacris & T.I.)
Earl Sweatshirt, Childish Gambino, Kid Cudi;Drop Remix
Rick Ross;100 Black Coffins
French Montana;Last of the Real
Herr Sorge;Zukunft Vorbye
Stepson (El-P & Nick Diamonds);Movie Tit
Kate Boy;In Your Eyes
Chromatics;Cherry (Main Fix)
Dungeonesse;Drive You Crazy
Solange;Lovers In The Parking Lot
