Interpret;Titel
Bazar aka DJ Gregory;Hard To Find (Maceo Plex Funk Drop)
Francois & The Atlas Mountains;Le Plus Beaux
Lisa Hannigan;Paper House
Ewert And The Two Dragons;Good Man Down
Rocketnumbernine;Matthew & Tobi (Fourtet Rmx)
Elektro Guzzi;Pentagonia
Casper;Blut Sehen (Die Vergessenen Pt. 2)
Hans Hartz;Die Weißen Tauben Sind Müde (Edit)
Beans;Superstar Destroyer
Susanne Blech;Alle Tiere Wollen In Den Zoo
Green Hornet;Der Mussolini
Roni Size Reprazent;Play The Game (Extended Version)
Emeli Sandé;Heaven
Jamie N Commons;Hold On
SBTRKT feat. Sampha & Jessie Ware;Sanctuary
Julio Bashomore;Batty Knee Dance
Presk;Love Again
Conforce;Shadows Of The Invisible
DZA;Unknown Title
A.A. Bondy;Hiway/Fevers
A Classic Education;Spin Me Around
Team Me;Come Down
Cashier No. 9;The Lighthouse Will Lead You Out
02:54;Scarlet
Château Marmont;Maison Klaus
Modeselektor;Blue Clouds
Sizarr;Fake Foxes
Jungle By Night;Hot Mama Hot
