Interpret;Titel
Mala;Calle F
Falty DL;Hip Love
Om Unit feat. Tamara Blessa;Dark Sunrise
Cooly G;What This World Needs Now
Dorian Concept VS Foals;Tropical Hands
Condry Ziqubu;Confusion (Ma Afrika)
Zazou Bikaye;Mr. Manager
The Very Best;Yoshua Alikuti
Fingaprint VS Cooly G;Print Rolla (Cooly Special)
Fuzzy Logik VS Cooly G;Safari
Tomas Barfod feat. Nina Kinert;Till We Die
Likhan;Boxin
Tomas Barfod;Came To Party
Submerse;Pressure
Fostercare;Korean Lesson
Ikonika;I Make Lists
Skream;Indistinct
Garnier;Uncertain
Om Unit;Fumes
Deadbeat;My Rotten Roots
Rodriguez Jr.;Muppet Anthem
The Mooney Suzuki;It´s Showtime Pt. II
Dirty Projectors;Swing To Magellan
Blu Mar Ten;All Or Nothing (Sincopate Remix)
Blu Mar Ten;Five Summers
Teengirl Fantasy;Motif
Sunshine Jones;Beautiful Daydream
Os Ovni;A Lil´ In The Moon
Kylie Minogue;Where Is The Feeling (BIR Soundtrack)
Can;Deadly Doris
