Interpret;Titel
POP ETC;Live It Up
Submerse;8Bit Romance
Eveson feat. Jo - S;Time Flows By
BCEE feat. Robert Owens;Keep The Faith (Marcus Intalex Remix)
Lemonade;Whitecaps
Taragna Pyjarama;All Those Weird Things
Para One;Leran On Me
Jam City;The Courts
Liars;No. 1 Against The Rush
Bear In Heaven;Beast In Peace (The Hundred In The Hands Remix)
Here We Go Magic;Make Up Your Mind
Alt-J;Hidden Track
G.Love & Special Sauce;Kiss And Tell
Paleo;Over The Hill And Back Agai
Stan Smith;Hear Me Now
Widows;Unsigned Hype
Wickaman;Skreecher
Bassnectar;Empathy
Kaiju;Close Break
Hrdvsion;Prettier Than That
Zombie Disco Squad;Timesome
R.L. Burnside;Rollin' Tumbli' (AJM3 Remix)
Roger;Schuld Sind Die Anderen
Brainticket;Places Of Light
Blockhead;Creeps Crouchin'
The Walkmen;Line By Line
The Leather Nun;For The Love Of Your Eyes
Sei A;You Can Bring
George Fitzgerald;Lights Out
Cosmin TRG;Sommer
Lawrence;Creator (Final Call)
ASC & Synkro;Borderline
Beaumont;Never Love Me
oOoOO feat. Butterclock;Springs
Walls;Sunporch (Perc Mix)
