Interpret;Titel
Ben La Desh;27 Degrees
Cottam;Relapse
Submotion Orchestra;Thousand Yard Stare
Micha Vanony;Le Nocturne
Forma;Off
Mario Basanov feat. Athena Radford;Like A Child (Prins Thomas Remix)
Lee Foss & MK feat. Anabel Englund;Goodnight Moon
Deejay Punk-Roc;My Beatbox (Big Audio Dynamite Dub)
Israel Vich;Skalitzer
Ogris debris Vs Nina Simone;See Line Woman
Flume feat. Moon Holiday;Insane
Calyx & TeeBee feat. Kemo;Pure Gold
Roni Size Reprazent;Brown Paper Bag
Dollkraut & Bernard Crochet;Zero
The Coup;Strange Arithmetic
The Dirtbombs;Sharevari
Hot Coins;Geek Emotions
Thavius Beck;Atmos
Beatbully;Grandmagabber
Foreign Beggars;Anywhere
Machinedrum;What Not
Kora (Jamie Wilder Rmx);Fybe:One
Jesse Boykins III + MeLo-X;Primal Chance
Pollens;Helping Hand
Bat For Lashes;Lilies
S.P.Y. feat. Ian Shaw;What The Future Holds
Lucas Santtana;Ela E Belem
Dark Horses;Alone
Emeralds;Search For Me In The Wasteland
