Interpret;Titel
Makoto feat. Mountain & Karina Ramage;Shine On Through
Love Letters;Servito 95
Kikagaku Moyo;Fluffy Kosmisch
Ride;Clouds Of Saint Marie
Squid;The Cleaner
Haiku Hands;Squat
Edward Sharpe & The Magnetic Zeros;40 Day Dreams
Father John Misty;Disappointing Diamonds Are The Rarest Of Them All
Glitterer;Building
Plague Vendor;All Of The Above
Fontaines D.C.;Hurricane Laughter
Eliphino;Dusty
Mikey Mike;Yasmine You Will Never Hear This
Alyona Alyona;Mamo
The Murder Capital;More Is Less
Greg Gow;Dimension X
Delos;Life Can Change In Just One Minute
Wand;Wonder
Creedence Clearwater Revival;Who'll Stop The Rain
Whitney;Valleys (My Love)
Palace;Running Wild
Khruangbin;Balls And Pins
The Cure;Lullaby
Blanco White;On The Other Side
Khruangbin;Evan Finds The Third Room
Margari's Kid;Challenger
Ada Kaleh;Valea Ancestrala
Dominik Eulberg;Neuntöter
DylDylan Cartlidge;Monsters Under The Bed
Loyle Carner;You Don't Know
Robocobra Quartett;Blue Sky Sinking
Black Midi;Talking Heads
Purple Mountains;All My Happiness Is Gone
Grafix feat. Ruth Royall;Refuge
Carlito & Addiction;Dreams
