Interpret;Titel
Jonathan Bree;Waiting For The Moment
Jacques Greene;Let Go
Trettmann;Bye Bye aka Delicious
Lobby & DJ Polo;Cava By The Harbour
Babe Rainbow;Electrocuted
Devendra Banhart;Abre Las Manos
Thaiboy Digital;Lip Service
FKA Twigs feat. Future;Holy Terrain
Terror Danjah;Last Days
Terror Danjah feat. Sir Spyro;TBC
Sampa The Great feat. Blue Lab Beats, Boadi & Lori;Made Us Better
Am Kinem;Knet Spread Terror
Trupa Trupa;Another Day
TSHA;Moon
Deichkind;Richtig Gutes Zeug (DJ Hell Remix)
Paranoid London feat. Muntado Pintado;Nobody Watching
Acua;Run
The Utopian Strong;Brainsurgeons 3
Terror Danjah;Way
Intra:mental;Shine
Charli XCX feat. Clairo & Yaeji;February 2017
Chelsea Wolfe;Dirty Universe
Lower Dens;Hand Of God
Appleblim & Shackleton;Over Here (Brendan Moeller Remix)
Zodiac;Brother John
Max Cooper;Perpetual Motion
Trettmann;Margarete
Sampa The Great feat. Thando, Jace XL, Alien & Whosane;The Return
One Eleven Heavy;Chickenshit
Eko & Vinda Folio;Therapy
Trupa Trupa;Remainder
Trettmann;Stolpersteine
