Interpret;Titel
The Green Man & Kingz      ;The Moment Is Now
Simplification;Hold On
TMSV;Ego Death
Giggs;Spun It
Earth Trax & Newborn Jr feat. Annjet Vs Bonobo;If You (Club Mix)
Klein Zage;Absolutley
Foals;Cafe D'Athens
Laurel Halo;Sweetie
DJ Haus;Turn The Box Up
Justin Cudmore;Are You Ready
Decka;Resurgence
Christian Nielsen;Never Been To Detroit (Exploited Ghetto)
Eli & Fur;Coming Back
Cosmic Psychos;Lost Cause
Prodigy;Fuel My Fire
The Brian Jonestown Massacre;Drained
Hand Habits;Can't Calm Down
Suzan Köcher's Suprafon;Peaky Blinders
Malihini;Hopefully, Again
Weval;Silence On The Wall
Shafiq Husayn feat. Silka;Walking Round Town
Jabru feat. Moss Isley;Recollider
Black Light Smoke;In Gold
Bayonne;QA
Silk Road Assassins;Blink
Octo Octa;I Need You
Eris Drew & Octo Octa;Beam Me Up (To The Godess Mix)
Xiu Xiu;Pumpkin Attack On Mommy And Daddy
Bizou;Love Addicts
Foals;Syrups
Stella Donnelly;Die
Sasami;Not The Time
Sasami;Callous
