Interpret;Titel
Jakuzi;Süphe
Toro Y Moi;Say That
Wiley & Stefflon Don & Sean Paul feat. Idris Elba;Boasty
The Green Man & Kingz;The Moment Is Now
Simplification;Hold On
Dead Man´s Chest & Sonic;Pum Fex
Dead Man´s Chest;Exorcisms
Impish;Hive
Ed Wynne;Oddplonk
HÆLOS;Burried In The Sand (Lindstroem & Prins Thomas Remix)
Wolf & Moon;Getaway
Karen O and Danger Mouse;Woman
Blood Red Shoes;Mexican Dress
The Dandy Warhols;Be Alright
Fontaines D.C.;Boys In The Better Land
Pip Blom;Daddy Issues
Melody´s Enemy;Dead 2nite (Eli Brown Remix)
Modeselektor feat. OVS;I Am Your God
Dj Sneak & Jesse Perez feat. KE;Back & Forth (DJ Lukke Vocal Remix)
Die Türen;Abgehaun
Guru Guru;Electric Junk (Edit)
Die Türen;Miete Strom Gas
Cairo;Shoot
Toro Y Moi feat. Instupendo;50-50
Satin Jackets feat. Panama;Automatic
Die Heiterkeit;Wie Finden Wir Uns
The Chameleons;Silence, Sea And Sky
Efdemin;New Atlantis
Balthazar;Fever
Jayda G;Leave Room 2 Breathe
Vox Low;Now We´re Ready To Spend
Swervedriver;The Lonely Crowd Fades In The Air
Tame Impala;It Is Not Meant To Be
Fat Freddy´s Drop;Russia (Nightmares On Wax Remix)
